성별,연령대,가구원수,소득구간,가계지출금액,가계지출_소비지출금액,가구일련번호
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3967189,3191777,6707
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4749508,3706961,3573
남자,40대,3인가구 이상,고소득(월 700만원 이상),13532601,4745975,1058
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5328591,3692209,1263
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3665750,2521490,2368
남자,40대,3인가구 이상,고소득(월 700만원 이상),8269784,5985302,2103
남자,40대,3인가구 이상,고소득(월 700만원 이상),5247038,3947460,2334
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3747625,2746440,810
남자,40대,3인가구 이상,고소득(월 700만원 이상),7228072,4185062,11552
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5180927,4015064,6528
남자,40대,3인가구 이상,고소득(월 700만원 이상),6224344,4470112,9099
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3618715,3041662,5163
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4984744,4275474,12752
남자,40대,3인가구 이상,고소득(월 700만원 이상),5575382,4240892,524
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2520331,1952466,9017
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),7880499,5867700,3478
남자,40대,3인가구 이상,고소득(월 700만원 이상),5417698,3224807,5639
남자,40대,3인가구 이상,고소득(월 700만원 이상),2614220,1723720,145
남자,40대,3인가구 이상,고소득(월 700만원 이상),3142920,1941340,3246
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5180372,4252128,13130
남자,40대,3인가구 이상,고소득(월 700만원 이상),6723078,4814142,11303
남자,40대,3인가구 이상,고소득(월 700만원 이상),6745630,5011581,11318
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2386835,1984708,7786
남자,40대,3인가구 이상,고소득(월 700만원 이상),6185057,3863826,6550
남자,40대,3인가구 이상,고소득(월 700만원 이상),7227491,5280171,13166
남자,40대,3인가구 이상,고소득(월 700만원 이상),7448160,5530766,1557
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4688633,3548507,9512
남자,40대,3인가구 이상,고소득(월 700만원 이상),6481267,4272039,3464
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3044632,2290325,6589
남자,40대,3인가구 이상,고소득(월 700만원 이상),5998961,3511011,3204
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),7256582,5668718,7919
남자,40대,3인가구 이상,고소득(월 700만원 이상),4676834,3476432,2738
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5171544,4130081,162
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2682572,2459325,2110
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4627476,2880084,3541
남자,40대,3인가구 이상,고소득(월 700만원 이상),6483074,3988628,13153
남자,40대,3인가구 이상,고소득(월 700만원 이상),6965109,4883084,5189
남자,40대,3인가구 이상,고소득(월 700만원 이상),5776188,4407507,379
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),6641043,4300747,4258
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4648126,3829631,13287
남자,40대,3인가구 이상,고소득(월 700만원 이상),5867651,4683783,6564
남자,40대,3인가구 이상,고소득(월 700만원 이상),5805614,3442386,6309
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4575804,3359507,592
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4624349,3291137,12065
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2455266,1504886,10487
남자,40대,3인가구 이상,고소득(월 700만원 이상),10841663,7859154,12505
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2865794,2276568,3391
남자,40대,3인가구 이상,저소득(월 300만원 미만),3031888,2113798,13107
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4467962,3198271,4697
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3589586,2186169,5092
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),1956672,1517718,10172
남자,40대,3인가구 이상,고소득(월 700만원 이상),7312796,5654443,1784
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4563028,3027615,12416
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),6042083,5358123,4051
남자,40대,3인가구 이상,고소득(월 700만원 이상),5235519,3640464,7598
남자,40대,3인가구 이상,고소득(월 700만원 이상),8998192,4962929,1296
남자,40대,3인가구 이상,고소득(월 700만원 이상),7645092,5587617,5455
남자,40대,3인가구 이상,고소득(월 700만원 이상),6372238,3926181,5749
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3647762,2086572,12800
남자,40대,3인가구 이상,고소득(월 700만원 이상),8144040,4500123,5375
남자,40대,3인가구 이상,고소득(월 700만원 이상),8386292,4642068,5914
남자,40대,3인가구 이상,고소득(월 700만원 이상),10181196,7232624,11320
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3518110,2560549,7371
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4322761,3329431,1513
남자,40대,3인가구 이상,고소득(월 700만원 이상),4621945,2735355,9951
남자,40대,3인가구 이상,고소득(월 700만원 이상),10124165,7621611,89
남자,40대,3인가구 이상,고소득(월 700만원 이상),6411228,4739748,2849
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5080950,3924650,2695
남자,40대,3인가구 이상,고소득(월 700만원 이상),6210764,5153716,10723
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4502493,3433768,10227
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2810490,2250969,3172
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3612869,2382630,7263
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3280548,1952338,1728
남자,40대,3인가구 이상,고소득(월 700만원 이상),8598544,5577922,7152
남자,40대,3인가구 이상,고소득(월 700만원 이상),5619773,3591707,1408
남자,40대,3인가구 이상,고소득(월 700만원 이상),9056269,5387937,12397
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4169095,3065648,2472
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3087684,2369719,6245
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3838049,2547580,6912
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3473020,2938353,241
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3723342,3036122,2793
남자,40대,3인가구 이상,고소득(월 700만원 이상),6653444,5320904,5102
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4237913,3080043,3781
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5267302,4131367,3580
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4910906,3219967,11793
남자,40대,3인가구 이상,고소득(월 700만원 이상),5784562,4298159,12303
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4257060,3476838,8109
남자,40대,3인가구 이상,고소득(월 700만원 이상),5444174,3548860,194
남자,40대,3인가구 이상,고소득(월 700만원 이상),10600950,7749060,5696
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),1911165,1362321,4262
남자,40대,3인가구 이상,고소득(월 700만원 이상),2676353,1423456,12597
남자,40대,3인가구 이상,저소득(월 300만원 미만),1991454,1548621,4629
남자,40대,3인가구 이상,고소득(월 700만원 이상),4604308,3279879,8018
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2564769,2066134,821
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3814076,2567534,12645
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3065215,2444768,12906
남자,40대,3인가구 이상,고소득(월 700만원 이상),6652076,4041655,604
남자,40대,3인가구 이상,고소득(월 700만원 이상),17140982,14599431,281
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3816265,2733025,12648
남자,40대,3인가구 이상,고소득(월 700만원 이상),5257907,2228361,648
남자,40대,3인가구 이상,고소득(월 700만원 이상),5347480,4062719,8994
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4279458,3209498,9048
남자,40대,3인가구 이상,고소득(월 700만원 이상),5508444,3206031,2778
남자,40대,3인가구 이상,고소득(월 700만원 이상),6945434,4138504,10595
남자,40대,3인가구 이상,고소득(월 700만원 이상),5865771,4072546,1798
남자,40대,3인가구 이상,고소득(월 700만원 이상),8210626,6375167,8973
남자,40대,3인가구 이상,고소득(월 700만원 이상),5259342,2049148,1320
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3475000,2887383,10751
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4179175,3361415,1943
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5885220,3688642,5378
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4108585,3128919,9638
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3359941,2309671,5869
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),6016557,4964933,9070
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4660234,2936353,3622
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4102365,3213097,2274
남자,40대,3인가구 이상,고소득(월 700만원 이상),5708683,3130243,584
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3870096,2661428,12181
남자,40대,3인가구 이상,고소득(월 700만원 이상),5438244,3359273,544
남자,40대,3인가구 이상,고소득(월 700만원 이상),8917526,4966908,12682
남자,40대,3인가구 이상,고소득(월 700만원 이상),17368741,14246567,12527
남자,40대,3인가구 이상,고소득(월 700만원 이상),10279324,4147228,9786
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4729087,3946597,11765
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3579372,2768053,11395
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2046511,1635806,8201
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4236575,3502867,3902
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3544326,2792358,1832
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4898348,3472121,9932
남자,40대,3인가구 이상,고소득(월 700만원 이상),13767469,4927287,5777
남자,40대,3인가구 이상,고소득(월 700만원 이상),7549286,5698644,2501
남자,40대,3인가구 이상,고소득(월 700만원 이상),5447154,3324081,5677
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5893454,4624629,12726
남자,40대,3인가구 이상,고소득(월 700만원 이상),4921165,2545987,3935
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4934973,3591311,5800
남자,40대,3인가구 이상,고소득(월 700만원 이상),5557875,3600135,5745
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3218253,2215172,7484
남자,40대,3인가구 이상,고소득(월 700만원 이상),9811907,5929613,7136
남자,40대,3인가구 이상,고소득(월 700만원 이상),21869944,6311346,10787
남자,40대,3인가구 이상,고소득(월 700만원 이상),6920778,3872214,11770
남자,40대,3인가구 이상,고소득(월 700만원 이상),8009191,4791673,3658
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4593321,3737458,6931
남자,40대,3인가구 이상,고소득(월 700만원 이상),6927065,4179959,12535
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3924560,3263567,12599
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5530720,4376876,12481
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4033183,2704525,4798
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4690771,3178953,9118
남자,40대,3인가구 이상,고소득(월 700만원 이상),7609868,5183210,12825
남자,40대,3인가구 이상,고소득(월 700만원 이상),5796578,4012703,1511
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5098623,3666903,11484
남자,40대,3인가구 이상,고소득(월 700만원 이상),8011648,5997920,5846
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2756400,1935109,3560
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3587591,2931797,9371
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2939884,2701203,1041
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),1847661,1111885,11511
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4981051,3457711,7939
남자,40대,3인가구 이상,고소득(월 700만원 이상),12356672,7419249,390
남자,40대,3인가구 이상,고소득(월 700만원 이상),7309580,5430689,8820
남자,40대,3인가구 이상,고소득(월 700만원 이상),9050022,6748510,119
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5964983,5021853,9896
남자,40대,3인가구 이상,고소득(월 700만원 이상),7545453,3795001,6887
남자,40대,3인가구 이상,고소득(월 700만원 이상),7644631,4892942,7493
남자,40대,3인가구 이상,저소득(월 300만원 미만),1865549,1535744,7413
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3461605,2267564,9089
남자,40대,3인가구 이상,고소득(월 700만원 이상),13854205,9877061,12683
남자,40대,3인가구 이상,고소득(월 700만원 이상),10408489,7426876,6188
남자,40대,3인가구 이상,고소득(월 700만원 이상),6103425,3479417,10600
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5046238,3479838,10824
남자,40대,3인가구 이상,고소득(월 700만원 이상),6627573,3930605,8591
남자,40대,3인가구 이상,고소득(월 700만원 이상),5699206,3708293,3465
남자,40대,3인가구 이상,고소득(월 700만원 이상),6307575,4223618,1189
남자,40대,3인가구 이상,고소득(월 700만원 이상),6690740,4411614,10085
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3278944,1972916,1836
남자,40대,3인가구 이상,고소득(월 700만원 이상),6843983,4679039,7037
남자,40대,3인가구 이상,고소득(월 700만원 이상),8096790,4409516,3603
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5539156,4780599,3124
남자,40대,3인가구 이상,고소득(월 700만원 이상),11396737,8657530,336
남자,40대,3인가구 이상,고소득(월 700만원 이상),7592237,4574605,9284
남자,40대,3인가구 이상,고소득(월 700만원 이상),6678163,4583238,13198
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5105128,3872608,9942
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4897820,3886329,12672
남자,40대,3인가구 이상,고소득(월 700만원 이상),4959779,2796934,9930
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5057999,3401989,11477
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),1997403,1938625,4538
남자,40대,3인가구 이상,고소득(월 700만원 이상),4857270,3004815,13385
남자,40대,3인가구 이상,고소득(월 700만원 이상),8540683,4333151,4920
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4197788,3326888,2366
남자,40대,3인가구 이상,고소득(월 700만원 이상),8885675,5895630,12526
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4805875,3329724,579
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4716243,3670432,12762
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4726936,3160511,8357
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2870867,2384312,12872
남자,40대,3인가구 이상,고소득(월 700만원 이상),10494883,5019052,9214
남자,40대,3인가구 이상,고소득(월 700만원 이상),3782628,3189658,7440
남자,40대,3인가구 이상,고소득(월 700만원 이상),5890070,4184433,6552
남자,40대,3인가구 이상,고소득(월 700만원 이상),6952373,4806140,5248
남자,40대,3인가구 이상,고소득(월 700만원 이상),9774763,5063553,8040
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5129102,2992594,11285
남자,40대,3인가구 이상,고소득(월 700만원 이상),10937001,6249550,3096
남자,40대,3인가구 이상,고소득(월 700만원 이상),7686475,4482881,6275
남자,40대,3인가구 이상,고소득(월 700만원 이상),4891895,3673675,3662
남자,40대,3인가구 이상,고소득(월 700만원 이상),9496317,7501725,13190
남자,40대,3인가구 이상,고소득(월 700만원 이상),7909954,4984688,7368
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4432938,2662944,9122
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3910405,2475915,893
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),7125890,5142079,11550
남자,40대,3인가구 이상,고소득(월 700만원 이상),4827442,3784475,4486
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2813915,2151059,3040
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2043378,1782136,10849
남자,40대,3인가구 이상,고소득(월 700만원 이상),6602044,2637538,4787
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3186612,2494552,3613
남자,40대,3인가구 이상,저소득(월 300만원 미만),2634443,2265592,1657
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4455873,3638450,2715
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),7708671,5266955,5775
남자,40대,3인가구 이상,고소득(월 700만원 이상),4498763,3185118,12598
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4559637,3696708,9424
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5955902,3801022,7621
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),4969446,4025126,3148
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),6667013,4739054,2846
남자,40대,3인가구 이상,고소득(월 700만원 이상),9804091,7298775,744
남자,40대,3인가구 이상,고소득(월 700만원 이상),6178103,3186250,5329
남자,40대,3인가구 이상,고소득(월 700만원 이상),4394395,3023990,4485
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),10982189,9895932,1805
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),2910789,1519789,10076
남자,40대,3인가구 이상,저소득(월 300만원 미만),1364955,1061228,9415
남자,40대,3인가구 이상,고소득(월 700만원 이상),12624031,7381206,653
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5405670,4615133,11500
남자,40대,3인가구 이상,고소득(월 700만원 이상),9087765,7358344,2365
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3420110,2515913,6965
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5234993,3526636,10958
남자,40대,3인가구 이상,고소득(월 700만원 이상),6236821,4016793,7123
남자,40대,3인가구 이상,고소득(월 700만원 이상),8053443,5329494,2805
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),5559189,3679575,1740
남자,40대,3인가구 이상,고소득(월 700만원 이상),5530998,3907190,2178
남자,40대,3인가구 이상,고소득(월 700만원 이상),6120764,3309884,9997
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3469036,2967821,1758
남자,40대,3인가구 이상,고소득(월 700만원 이상),10302859,4067059,5750
남자,40대,3인가구 이상,고소득(월 700만원 이상),3854434,2734110,9101
남자,40대,3인가구 이상,고소득(월 700만원 이상),5329825,2817064,3562
남자,40대,3인가구 이상,중간소득(월 300~700만원 미만),3676085,2735264,3551
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2519385,1752477,3601
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2627005,1905060,6165
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2577944,2148684,9787
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4763551,3781813,4704
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),10399179,8666149,3828
남자,50대,3인가구 이상,고소득(월 700만원 이상),6574737,4585187,5929
남자,50대,3인가구 이상,저소득(월 300만원 미만),1288053,1006207,7792
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4165726,3663416,5179
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),6749974,5420986,12745
남자,50대,3인가구 이상,고소득(월 700만원 이상),4974505,2317050,5447
남자,50대,3인가구 이상,고소득(월 700만원 이상),6454062,4196302,8938
남자,50대,3인가구 이상,고소득(월 700만원 이상),7365686,4654065,5731
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3768524,3001121,4945
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3549221,2266844,1839
남자,50대,3인가구 이상,저소득(월 300만원 미만),2836328,2388198,10082
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2364760,1775970,11236
남자,50대,3인가구 이상,고소득(월 700만원 이상),13325454,9895009,3299
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5954934,4631484,531
남자,50대,3인가구 이상,고소득(월 700만원 이상),8923239,7640601,4157
남자,50대,3인가구 이상,고소득(월 700만원 이상),8374644,4933583,5327
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2932520,2729420,10748
남자,50대,3인가구 이상,고소득(월 700만원 이상),9788578,7307738,12159
남자,50대,3인가구 이상,고소득(월 700만원 이상),10046925,4261156,8978
남자,50대,3인가구 이상,고소득(월 700만원 이상),10765654,6756987,6890
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2960971,2676149,8649
남자,50대,3인가구 이상,고소득(월 700만원 이상),14659958,12327734,6909
남자,50대,3인가구 이상,고소득(월 700만원 이상),5425102,3466331,1672
남자,50대,3인가구 이상,고소득(월 700만원 이상),12239283,6758775,4928
남자,50대,3인가구 이상,고소득(월 700만원 이상),8380756,5647677,910
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5267268,3865759,8297
남자,50대,3인가구 이상,고소득(월 700만원 이상),6655708,4162809,5652
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),16004548,13957779,6717
남자,50대,3인가구 이상,고소득(월 700만원 이상),7754743,5866146,5286
남자,50대,3인가구 이상,저소득(월 300만원 미만),1377868,1337838,4526
남자,50대,3인가구 이상,고소득(월 700만원 이상),5211180,3621480,5868
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4996371,4078376,12468
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),6275555,4654872,8562
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5196009,4520249,563
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5797507,3784980,12325
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3836705,2549850,13295
남자,50대,3인가구 이상,저소득(월 300만원 미만),1902825,1514760,3753
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3405768,2397583,10909
남자,50대,3인가구 이상,고소득(월 700만원 이상),5107170,3569700,8989
남자,50대,3인가구 이상,고소득(월 700만원 이상),6120749,3078211,6551
남자,50대,3인가구 이상,고소득(월 700만원 이상),5813073,2919458,8156
남자,50대,3인가구 이상,고소득(월 700만원 이상),7171751,5085138,12417
남자,50대,3인가구 이상,고소득(월 700만원 이상),5464752,4452083,10226
남자,50대,3인가구 이상,고소득(월 700만원 이상),7519755,5991926,2112
남자,50대,3인가구 이상,고소득(월 700만원 이상),7601060,4171346,9283
남자,50대,3인가구 이상,고소득(월 700만원 이상),7445655,5604707,12158
남자,50대,3인가구 이상,고소득(월 700만원 이상),7255138,5455559,5471
남자,50대,3인가구 이상,저소득(월 300만원 미만),3135889,2607964,2856
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),7274682,6139768,12309
남자,50대,3인가구 이상,고소득(월 700만원 이상),5450581,2864254,4913
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4197174,2684914,7412
남자,50대,3인가구 이상,고소득(월 700만원 이상),9075952,5017732,5544
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),9265322,7001932,606
남자,50대,3인가구 이상,고소득(월 700만원 이상),16758040,6918720,3968
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),1256464,861346,3602
남자,50대,3인가구 이상,고소득(월 700만원 이상),9580822,5301675,3428
남자,50대,3인가구 이상,고소득(월 700만원 이상),7400441,4765321,3202
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),7591974,6470361,9904
남자,50대,3인가구 이상,고소득(월 700만원 이상),5472345,2821900,3342
남자,50대,3인가구 이상,고소득(월 700만원 이상),9793680,6489224,7127
남자,50대,3인가구 이상,고소득(월 700만원 이상),10187516,7010401,7275
남자,50대,3인가구 이상,고소득(월 700만원 이상),5519570,4072232,8168
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4973403,4154613,1413
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4526714,3578479,11769
남자,50대,3인가구 이상,고소득(월 700만원 이상),8293942,3468797,2100
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3692474,2606926,8829
남자,50대,3인가구 이상,고소득(월 700만원 이상),4593353,4032378,11797
남자,50대,3인가구 이상,고소득(월 700만원 이상),10316902,5902254,4753
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3576980,2912458,8093
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2722328,2271748,6577
남자,50대,3인가구 이상,고소득(월 700만원 이상),4590161,3275940,8381
남자,50대,3인가구 이상,고소득(월 700만원 이상),7937637,4469732,2808
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2793161,2353489,777
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4916157,3943041,12814
남자,50대,3인가구 이상,고소득(월 700만원 이상),10965637,7523528,11386
남자,50대,3인가구 이상,고소득(월 700만원 이상),10792715,6713618,1289
남자,50대,3인가구 이상,고소득(월 700만원 이상),7205727,4961622,7269
남자,50대,3인가구 이상,고소득(월 700만원 이상),7486925,5254705,7492
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5656411,4589222,2726
남자,50대,3인가구 이상,고소득(월 700만원 이상),6381645,3803129,2748
남자,50대,3인가구 이상,고소득(월 700만원 이상),9880874,6437552,3118
남자,50대,3인가구 이상,고소득(월 700만원 이상),13516042,9189317,250
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4042989,2945828,9917
남자,50대,3인가구 이상,고소득(월 700만원 이상),6171033,4475393,1255
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2284976,1359366,11640
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4683436,3101019,8491
남자,50대,3인가구 이상,저소득(월 300만원 미만),2460210,2065876,1588
남자,50대,3인가구 이상,고소득(월 700만원 이상),4672258,3032068,246
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3745120,2862686,9802
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),2217633,1702085,4263
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5925183,4255128,3672
남자,50대,3인가구 이상,고소득(월 700만원 이상),7175935,4463077,5735
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4219681,3582105,6715
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),6003095,4693371,6509
남자,50대,3인가구 이상,고소득(월 700만원 이상),10522666,6109681,7160
남자,50대,3인가구 이상,고소득(월 700만원 이상),13785804,9007523,12676
남자,50대,3인가구 이상,고소득(월 700만원 이상),7493114,4623965,6884
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4342859,3054842,11693
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5583358,3032230,8001
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),5923669,4055177,13042
남자,50대,3인가구 이상,고소득(월 700만원 이상),11845403,5216645,9011
남자,50대,3인가구 이상,고소득(월 700만원 이상),51901162,36617946,7135
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4987177,4206397,9537
남자,50대,3인가구 이상,고소득(월 700만원 이상),7634271,6253069,1933
남자,50대,3인가구 이상,고소득(월 700만원 이상),7108016,5564709,13343
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),7556539,6818909,2783
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),6245215,4342440,10220
남자,50대,3인가구 이상,고소득(월 700만원 이상),7986668,5032028,7937
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),3088020,2566530,8219
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4917974,3036799,6369
남자,50대,3인가구 이상,고소득(월 700만원 이상),23342679,21471904,8339
남자,50대,3인가구 이상,중간소득(월 300~700만원 미만),4617045,2159775,2228
